source,subsource,name,desc,lat,lon
niekonaujo,Lietuva,Mūrinė vokė. Kartono fabrikas," Būklė: apleistas, pastato dalyje veikia hidroelektrinė nuoroda (http://www.niekonaujo.lt/20110113/murine-voke-kartono-fabrikas) ",54.64844,25.119000000000003
niekonaujo,Lietuva,S. Batoro trakto įtvirtinimai. Slėptuvė Nr. 2," Būklė: gerai išlikusi, dalinai užpilta smėliu nuoroda (http://www.niekonaujo.lt/20111004/s-batoro-trakto-itvirtinimai-2) ",54.693442,25.35755
niekonaujo,Lietuva,S. Batoro trakto įtvirtinimai. Slėptuvė Nr. 3," Būklė: gerai išlikusi, dalinai užpilta smėliu nuoroda1 (http://www.niekonaujo.lt/20110109/s-batoro-trakto-itvirtinimai), nuoroda2 (http://www.niekonaujo.lt/20111004/s-batoro-trakto-itvirtinimai-2)",54.694162,25.359149
niekonaujo,Lietuva,S. Batoro trakto įtvirtinimai. Slėptuvė Nr. 4," Būklė: gerai išlikusi, dalinai užpilta smėliu nuoroda (http://www.niekonaujo.lt/20110109/s-batoro-trakto-itvirtinimai) ",54.69552,25.360394
niekonaujo,Lietuva,Užmirštas Karolinos kelias," Būklė: sukultūrinta aplinka, iškirsti krūmai, pritaikyta pasivaikščiojimams nuoroda (http://www.niekonaujo.lt/20101118/karoliniskes) ",54.695309,25.228128
niekonaujo,Lietuva,Senasis Šventosios molas, Būklė: griūvantis nuoroda (http://www.niekonaujo.lt/20120827/senasis-sventosios-molas) ,56.029747,21.066831
niekonaujo,Lietuva,Požerūnų geležinkelio tiltas,Būklė: naudojamas http://www.niekonaujo.lt/20141229/pozerunu-gelezinkelio-tiltas,55.2243237,22.2209215
niekonaujo,Lietuva,Molotovo linija. Didkiemio sukrypėlis,Būklė: pavojingai pasviręs http://www.niekonaujo.lt/20141111/molotovo-linija-didkiemio-sukrypelis,55.3680272,22.1142232
niekonaujo,Lietuva,Technikos paveldas dviejų upių santakoje,Būklė: ideali http://www.niekonaujo.lt/20140617/technikos-paveldas-dvieju-upiu-santakoje,54.8996274,25.6427979
niekonaujo,Lietuva,Vokiečių fortifikacija Klaipėdoje. Dange baterija,"Būklė: susprogdinta, apleista http://www.niekonaujo.lt/20140428/dange-gotzhofen",55.7580876,21.1562213
niekonaujo,Lietuva,Tamsioji Memel-Nord pusė,"Būklė: apleista, susprogdintoje dalyje pavojingai styro armatūros strypai, gali būti nesprogusių sprogmenų http://www.niekonaujo.lt/20140428/tamsioji-memel-nord-puse",55.7771764,21.0745293
niekonaujo,Lietuva,Kauno tvirtovė. VII fortas,Būklė: muziejus http://www.niekonaujo.lt/20140416/kauno-tvirtove-vii-fortas,54.9158769,23.9277613
niekonaujo,Lietuva,Kauno tvirtovė. Ką slepia IX forto požemiai?,"Būklė: muziejus, įėjimas mokamas http://www.niekonaujo.lt/20140730/ix-forto-pozemiai",54.9452921,23.8709762
niekonaujo,Lietuva,Nebenaudojami vandens valymo įrenginiai ir dar šis tas desertui,http://www.niekonaujo.lt/20140131/nebenaudojami-vandens-valymo-irenginiai-ir-dar-sis-tas-desertui,55.69006850000001,21.1410749
niekonaujo,Lietuva,Neveriškių hidroelektrinės griuvėsiai,Būklė: apleista http://www.niekonaujo.lt/20140127/neveriskiu-hidroelektrine,54.6701148,25.6328309
niekonaujo,Lietuva,"Tauragės desantinis batalionas, k/d 52988","Būklė: dalinai apleista, tvarkoma http://www.niekonaujo.lt/20140122/taurages-desantinis-batalionas-kd-52988",55.2595616,22.273643
niekonaujo,Lietuva,Senosios Vilkyškių kapinės,http://www.niekonaujo.lt/20140113/senosios-vilkyskiu-kapines,55.1191432,22.1222967
niekonaujo,Lietuva,"Maršalo J. Pilsudskio traktas, a. k. a. senasis Vilnius-Kaunas kelias",Būklė: nebenaudojamas http://www.niekonaujo.lt/20131230/senasis-vilnius-kaunas-kelias,54.6433872,25.190937
niekonaujo,Lietuva,Musės puodų namas Žagarėje,Būklė: privatus http://www.niekonaujo.lt/20131002/muses-puodu-namas-zagareje,56.3612386,23.2501924
niekonaujo,Lietuva,Šaltojo karo muziejus Plokštinės miške. Pliusai ir minusai,Būklė: muziejus http://www.niekonaujo.lt/20130827/saltojo-karo-muziejus,56.0322167,21.906352
niekonaujo,Lietuva,Pawłowo respublika a.k.a. Merkinės dvaras,Būklė: pritaikkytas turizmui http://www.niekonaujo.lt/20130808/merkines-dvaras,54.4562126,25.4738295
niekonaujo,Lietuva,Nebenaudojamas tiltas per Meros upelį,Būklė: puiki Apie: http://www.niekonaujo.lt/20150814/tiltas-per-meros-upeli,54.97764750000001,25.917955
niekonaujo,Lietuva,Vilkiškių dvaro rūmai,Būklė: restauruojamasApie: http://www.niekonaujo.lt/20150518/vilkiskiu-dvaro-rumai,54.4661594,25.4183453
niekonaujo,Lietuva,Plaškių bažnyčia,http://www.niekonaujo.lt/20151229/plaskiu-plaschken-baznycia,55.1810363,21.7216176
niekonaujo,Lietuva,Lentvario dvaro rūmai," Būklė: apleisti, nuniokoti ruošiantis restauracijai nuoroda (http://www.niekonaujo.lt/20120820/lentvario-dvaras) ",54.658266,25.039537
niekonaujo,Lietuva,Menčių karjeras,Būklė: eksploatuojamas. Nuoroda: http://www.niekonaujo.lt/20170612/menciu-klinciu-karjeras,56.2762322,22.9216003
niekonaujo,Lietuva,Kazbėjų tiltas,Būklė: ribojamas eismas http://www.niekonaujo.lt/20180322/kazbeju-tiltas ,54.6148475,25.1347416
niekonaujo,Lietuva,Šiaulių aviacijos poligonas,Būklė: nebenaudojamas. Nuoroda: http://www.niekonaujo.lt/20160719/siauliai-aviacijos-poligonas,55.8559976,23.3868885
niekonaujo,Lietuva,Vyžulionių dvaro rūmai,Būklė: nykstantis http://www.niekonaujo.lt/20160628/dvaras-ligonine ,54.9403057,25.2920601
niekonaujo,Lietuva,Bradeliškių vandens malūnas," Būklė: apleistas, iš lėto griūva nuoroda (http://www.niekonaujo.lt/20101218/bradeliskiu-vandens-malunas-rudeni)  ",54.825483,24.941175000000005
niekonaujo,Lietuva,Bartninkų bažnyčia,Būklė: griuvėsiai http://www.niekonaujo.lt/20190416/bartninku-baznycia ,54.5017161,23.0266903
niekonaujo,Lietuva,Onuškio dvaro rūmai,Būklė: griuvėsiai http://www.niekonaujo.lt/20191127/onuskio-dvaras ,56.1396059,25.5320492
niekonaujo,Lietuva,Postapokaliptinis Rokiškis,Būklė: griaunama http://www.niekonaujo.lt/20191119/postapokaliptinis-rokiskis ,55.9493694,25.5995981
niekonaujo,Lietuva,Pociūnų dvarvietės koplyčia,Būklė: griuvėsiai http://www.niekonaujo.lt/20200511/pociunu-koplycia ,54.9293533,25.0604669
niekonaujo,Lietuva,Alančių dvaro rūmai,Būklė: užkonservuoti griuvėsiai http://www.niekonaujo.lt/20201101/alanciu-dvarui-nepadeda-net-klebonas ,55.521214,24.5537308
niekonaujo,Lietuva,Antakalnio koplyčia,Būklė: patenkinama Nuoroda: http://www.niekonaujo.lt/20201109/antakalnio-koplytele,55.236725,24.8275274
niekonaujo,Lietuva,Tarnavos dvaras,"Būklė: avarinė, privatus, neprižiūrimas. https://www.niekonaujo.lt/20210924/tarnavos-dvaras ",55.7766091,25.7207957
niekonaujo,Lietuva,Paminklas – tanko T34 bokštelis,https://www.niekonaujo.lt/20210506/tankas-dirvonenuose,55.9665167,22.7883896
niekonaujo,Lietuva,Vilkėno dvaras,https://www.niekonaujo.lt/20211103/vilkeno-dvaras Būklė: parduodamas,55.4971745,21.6343045
niekonaujo,Lietuva,Kavinė-restoranas „Punelė“,"Būklė: teritorija prižiūrima, pastatas – apleistas. https://www.niekonaujo.lt/20211122/punele ",54.5132457,24.0965152
niekonaujo,Lietuva,Skrebiškio dvaras,https://www.niekonaujo.lt/20211205/skrebiskio-dvaras,56.1823553,25.0424819
niekonaujo,Lietuva,Tuštėjantis Dūkštas,https://www.niekonaujo.lt/20211218/tustejantis-dukstas,55.5203427,26.3173446
niekonaujo,Lietuva,Paliesių dvaras,https://www.niekonaujo.lt/20220117/paliesiu-dvaras,56.1784383,23.0151516
niekonaujo,Lietuva,Šilumvežis TU6A,https://www.niekonaujo.lt/20201228/joniskelis-siaurasis-gelezinkelis,56.0360795,24.1534844
niekonaujo,Lietuva,Šilumvežis TU-2,https://www.niekonaujo.lt/20201228/joniskelis-siaurasis-gelezinkelis,56.0288945,24.1676279
niekonaujo,Lietuva,Kraštų dvaras,"Privatus, restauruojamas (2022). https://www.niekonaujo.lt/20220911/krastu-dvaras ",55.913895,25.9050803
niekonaujo,Lietuva,Labūnavos dvaro bokštas,https://www.niekonaujo.lt/20230218/labunavos-bokstas,55.1780251,23.8836085
niekonaujo,Lietuva,Flakbatterie Schweinsrücken,Būklė: geriausiai išlikęs tokio tipo kompleksas https://www.niekonaujo.lt/20201130/memelio-artilerijos-baterijos ,55.6563943,21.1245366
niekonaujo,Lietuva,Flakbatterie Seestrand,Būklė: dalinai susprogdinta https://www.niekonaujo.lt/20201130/memelio-artilerijos-baterijos ,55.6945056,21.1015586
niekonaujo,Lietuva,Karmėlavos raketinė bazė,"Būklė: apleista, planuojama griauti Nuoroda: http://www.niekonaujo.lt/20201113/karmelavos-raketine-baze",54.9587026,24.0972727
niekonaujo,Lietuva,Viršužiglis. Poilsio bazė," Būklė: apleista, avarinės būklės nuoroda (http://www.niekonaujo.lt/20110614/poilsio-baze-virsuziglyje) ",54.82047,24.158227
niekonaujo,Lietuva,Karinis dalinys Nr. 15312," Būklė: teritorija privati, be išankstinio susitarimo apsilankymas draudžiamas nuoroda1 (http://www.niekonaujo.lt/20110530/karinis-dalinys-nr-15312-i-dalis), nuoroda2 (http://www.niekonaujo.lt/20110531/dalinys-15312-bunkeris) ",56.025484,23.290415000000003
niekonaujo,Lietuva,Baltosios Vokės dvaras,"Būklė: langai ir durys užkalti, dvaras avarinės būklės nuoroda (http://www.niekonaujo.lt/20110310/baltosios-vokes-dvaras)  ",54.598417,25.189751
niekonaujo,Lietuva,Bukčių pėsčiųjų tiltas," Būklė: apleistas, vaikščioti pavojinga nuoroda (http://www.niekonaujo.lt/20110102/bukciu-pesciuju-tiltas-video-foto) ",54.66745,25.227544
niekonaujo,Lietuva,"Šventoji. Poilsio namai ""Guboja"""," Būklė: apleisti, nuniokoti vandalų nuoroda (http://www.niekonaujo.lt/20120903/poilsio-namai-sventoji) ",56.018596,21.079604
niekonaujo,Lietuva,Palangos „Lino“ baseinas,"Būklė: apleistas, planuojama nugriauti http://www.niekonaujo.lt/20140721/palangos-lino-baseinas",55.9396049,21.0735744
niekonaujo,Lietuva,Raudondvario dvaro rūmai,"Būklė: apleistas, avarinės būklės http://www.niekonaujo.lt/20140622/raudondvario-dvaro-rumai",54.8741128,25.5411959
niekonaujo,Lietuva,Čiobiškio nepilnamečių kolonija arba dvaras su kaupu tik už 600 tūkstančių,"Būklė: parduodamas, saugomas http://www.niekonaujo.lt/20140506/ciobiskio-dvaras",54.9523764,24.654876
niekonaujo,Lietuva,Paskutinis žvilgsnis į Rasų amunicijos sandėlius,http://www.niekonaujo.lt/20131230/rasu-amunicijos-sandeliai,54.662551,25.3154182
niekonaujo,Lietuva,Kauno tvirtovė. I fortas – šikšnosparnių karalystė," Būklė: apleistas, pavojingi atviri šuliniai, ventiliacijos šachtos. nuoroda (http://www.niekonaujo.lt/20130218/kauno-tvirtove-i-fortas-siksnosparniu-karalyste)",54.88369800000001,23.863614
niekonaujo,Lietuva,Kauno tvirtovė. III fortas,Būklė: tvarkomas http://www.niekonaujo.lt/20180220/kauno-tvirtove-iii-fortas ,54.8503608,23.9071637
niekonaujo,Lietuva,Kauno tvirtovė. IV fortas," Būklė: iškirsti menkaverčiai žalumynai, pavojingi šuliniai, atviros šachtos nuoroda (http://www.niekonaujo.lt/20130214/kauno-tvirtove-iv-fortas)",54.850234,23.95454
niekonaujo,Lietuva,Helios City,http://www.niekonaujo.lt/20151223/naktinis-vilnius-nuo-helios-city,54.679172,25.2578983
niekonaujo,Lietuva,Vilniaus koncertų ir sporto rūmai,Būklė: saugoma. Nuoroda: http://www.niekonaujo.lt/20170615/vilniaus-sporto-rumai,54.6911357,25.2909458
niekonaujo,Lietuva,Gruzdžių žemės ūkio mokykla,Būklė: prižiūrima. Nuoroda: http://www.niekonaujo.lt/20170103/gruzdziu-zemes-ukio-mokykla,56.0907758,23.2437336
niekonaujo,Lietuva,Kauno HE,"Būklė: saugomas, strateginės reikmės objektas. Nuoroda: http://www.niekonaujo.lt/20170504/kauno-hidroelektrine",54.8743535,23.9999127
niekonaujo,Lietuva,Kruonio HAE,Būklė: saugomas sukarintos apsaugos strateginės reikšmės objektas. Nuoroda: http://www.niekonaujo.lt/20161107/kruonio-elektrine,54.7990398,24.2467189
niekonaujo,Lietuva,Sporto kompleksas Raseiniuose,Būklė: - Nuoroda: http://www.niekonaujo.lt/20160809/sporto-kompleksas-raseiniuose,55.3893953,23.1296566
niekonaujo,Lietuva,Kauno geležinkelio tunelis,"Būklė: strateginis objektas, lankymas galimas tik specialių ekskursijų metu http://www.niekonaujo.lt/20181114/kauno-gelezinkelio-tunelis ",54.891646,23.9420228
niekonaujo,Lietuva,Klaipėdos teismo rūmai ir kalėjimas,"Būklė: uždarytas, saugomas. Nuoroda: http://www.niekonaujo.lt/20170327/klaipedos-teismo-rumai-ir-kalejimas",55.7095804,21.1272508
niekonaujo,Lietuva,Libertavos dvaro sodyba,Būklė: avarinė,55.3539282,25.1540401
niekonaujo,Lietuva,Branduolinis sandėliukas,Būklė: apleista http://www.niekonaujo.lt/20190212/branduolinis-sandeliukas ,55.9516325,23.4734999
niekonaujo,Lietuva,Vilniaus termofikacinė elektrinė Nr. 2,Būklė: veikianti http://www.niekonaujo.lt/20190215/ve-2 ,54.6651968,25.2336273
niekonaujo,Lietuva,Liepkalnio vandens saugykla,"Būklė: neeksploatuojama, saugoma http://www.niekonaujo.lt/20191002/liepkalnio-vandens-saugykla ",54.6676933,25.299203
niekonaujo,Lietuva,Lukiškių kalėjimas,Būklė: nebenaudojamas pagal paskirtį nuo 2019 http://www.niekonaujo.lt/20191211/lukiskiu-kalejimas ,54.6918858,25.2665356
niekonaujo,Lietuva,Sanatorija „Nemunas“,"Būklė: apleista, prižiūrima savivaldybės http://www.niekonaujo.lt/20191228/sanatorija-nemunas ",54.0220381,23.968675
niekonaujo,Lietuva,Konstantinavos ŽŪM,"Būklė: apleista, avarinė http://www.niekonaujo.lt/20200104/konstantinava ",56.0547245,25.3495497
niekonaujo,Lietuva,Kauno lokomotyvų depas,Būklė: naudojamas. Patekimas su spec. leidimu. http://www.niekonaujo.lt/20200512/kauno-depas ,54.8830434,23.9308971
niekonaujo,Lietuva,Bernardinų kapinių koplyčia,https://www.niekonaujo.lt/20150218/bernardinu-kapiniu-koplycia-n-14,54.6805541,25.3080886
niekonaujo,Lietuva,Parako kvartalas,"https://www.niekonaujo.lt/20210913/parako-kvartalo-sunaikinimas Būklė: sunaikintas, išliko tik vienas pastatas – parako sandėlis. ",54.6884505,25.3021585
niekonaujo,Lietuva,Krikštėnų mokykla,Būklė: avarinė https://www.niekonaujo.lt/20210118/parduodama-mokykla ,55.1195638,24.855238
niekonaujo,Lietuva,Flakbatterie Götzhöfen,Būklė: patekimas į vidų sudėtingas https://www.niekonaujo.lt/20201130/memelio-artilerijos-baterijos ,55.6800088,21.1947657
niekonaujo,Lietuva,Flakbatterie Nordmolle,Būklė: kintanti https://www.niekonaujo.lt/20201130/memelio-artilerijos-baterijos ,55.7346741,21.0865738
niekonaujo,Lietuva,Reabilitacijos centras „Aušveita“,"Būklė: nykstantis, privatus objektas https://www.niekonaujo.lt/20110326/reabilitacijos-centras-ausveita ",54.7199379,25.0505796
niekonaujo,Lietuva,Apleista pionierių stovykla “Atgaja”,"Būklė: privatizuota, nugriauta http://www.niekonaujo.lt/20101028/apleista-pionieriu-stovykla ",54.683762,25.07785
niekonaujo,Lietuva,Vilniaus 2-ųjų pataisos namų gamybinė bazė,Būklė: nugriauta 2019 m.  http://www.niekonaujo.lt/20110220/vilniaus-2-pataisos-namai  ,54.675549,25.300763
niekonaujo,Lietuva,„Brėžnevo bunkeris“,"Privatus, lankymas negalimas. https://www.niekonaujo.lt/20110628/breznevo-bunkeris ",54.824781,23.5102922
niekonaujo,Lietuva,Šiaurės miestelio kareivių kultūros centras," Būklė: nugriautas nuoroda (http://www.niekonaujo.lt/20110813/kulturos-namai), video (http://www.niekonaujo.lt/20110823/nugriove-video) ",54.711086,25.291809
niekonaujo,Lietuva,Viešvilė. Antžeminė raketų bazė,Būklė: nugriauta nuoroda (http://www.niekonaujo.lt/20110724/tyli-naktis) ,55.0822,22.33027
niekonaujo,Lietuva,Trakų Vokės žemdirbystės ir dirvožemio institutas,Būklė: nugriautas (http://www.niekonaujo.lt/20110528/zemdirbystes-ir-dirvozemio-institutas) ,54.629922,25.108625000000004
niekonaujo,Lietuva,Trikotažo fabrikas „Vilija“,Būklė: nugriautas (http://www.niekonaujo.lt/20110312/vilija) ,54.680822,25.304925000000004
niekonaujo,Lietuva,Misionierių ligoninė,"Būklė: nugriauta, rekonstruojama (http://www.niekonaujo.lt/20110127/misionieriu-ligonine)  ",54.676619,25.294449
niekonaujo,Lietuva,"ŽŪB ""Jurbarko Agroservisas"""," Būklė: privatizuotas, patalpose veikia kitos įstaigos nuoroda (http://www.niekonaujo.lt/20101205/vienos-zub-mirtis)  ",55.094548,22.776289
niekonaujo,Lietuva,Jūrininkų ligoninės reabilitacijos centras,Būklė: nugriautas http://www.niekonaujo.lt/20140807/jurininku-ligonines-reabilitacijos-centras ,55.9302059,21.0751033
niekonaujo,Lietuva,Giraitės g. Kelių policijos pastatas,Būklė: nugriautas Nuoroda: http://www.niekonaujo.lt/20170424/giraites-keliu-policija,54.6682224,25.2325165
niekonaujo,Lietuva,Konservų fabrikas „Gerovė“,Būklė: nugriautas. Nuoroda: http://www.niekonaujo.lt/20160627/konservu-fabrikas-gerove-ir-restoranas-uzupio-sodas,54.6811042,25.3119421
niekonaujo,Lietuva,Faneros cechas ir tunelis,Būklė: nugriautas. Nuoroda: http://www.niekonaujo.lt/20160222/klijuotines-faneros-cechas,55.7245694,21.1601347
niekonaujo,Lietuva,Neoninė parduotuvės iškaba,Būklė: sunaikinta http://www.niekonaujo.lt/20180420/graziausia-iskaba ,54.6974017,25.2757551
niekonaujo,Lietuva,Lėktuvų AN-2 kapinaitės,Būklė: nebėra – supjaustyti į metalo laužą http://www.niekonaujo.lt/20170428/an-2-kapinaites ,54.6556432,24.0716817
niekonaujo,Lietuva,FK „Žalgiris“ komandos bazė,Būklė: nugriautas Nuoroda: http://www.niekonaujo.lt/20110215/vilniaus-zalgirio-baze,54.7067239,25.3291752
niekonaujo,Lietuva,Vilniaus lokomotyvų remonto depas,"Būklė: veikiantis, pateikimas tik su spec. leidimu. https://www.niekonaujo.lt/20200526/vilniaus-depas ",54.6676023,25.2694701
niekonaujo,Lietuva,Lietuvos Kino Studija. Klaipėdos filialas,Būklė: nugriauta http://www.niekonaujo.lt/20140127/lietuvos-kino-studija-klaipedos-filialas ,55.753998800000005,21.1343908
niekonaujo,Lietuva,Kino teatras „Daina“,"Būklė: privatus, ruošiamasi rekonstrukcijai https://www.niekonaujo.lt/20220930/kino-teatras-daina ",54.9043422,23.9174466
niekonaujo,Lietuva,Flakbatterie Löllen,Būklė: objektas yra privačiame sklype https://www.niekonaujo.lt/20201130/memelio-artilerijos-baterijos ,55.7310938,21.2345095
niekonaujo,Latvija,Medinis tiltas per upę Rīva, Būklė: renovuotas nuoroda (http://www.niekonaujo.lt/20110514/medinis-tiltas-per-upe-riva) ,56.973386,21.348699
niekonaujo,Latvija,Nebaigtas statyti ryšininkų bunkeris, Būklė: apleistas nuoroda (http://www.niekonaujo.lt/20110429/nebaigtas-statyti-bunkeris) ,56.95199900000001,24.303389
niekonaujo,Latvija,Salaspils. Koncentracijos stovykla, nuoroda (http://www.niekonaujo.lt/20110426/salaspils-memorialas) ,56.874174,24.30164
niekonaujo,Latvija,Vaiņode aviacijos bazė," Būklė: apleista, nuniokota vandalų nuoroda (http://www.niekonaujo.lt/20110425/vainode-aviacijos-baze) ",56.405924,21.887598000000004
niekonaujo,Latvija,Daugavgrīvas cietoksnis (tvirtovė)," Būklė: saugomas, įėjimas mokamas ",57.045166,24.039459
niekonaujo,Latvija,Краснофлотская. Artilerijos baterija Nr. 456," Būklė: teritorija privati, bet lankytis galima nuoroda (http://www.niekonaujo.lt/20110213/olmani-krasnoflotskaja)  ",57.613003,22.049174
niekonaujo,Latvija,Irbene. Apleistas karininkų miestelis," Būklė: apleistas, sparčiai ardomas nuoroda (http://www.niekonaujo.lt/20101022/vaiduokliu-miestas-irbene)",57.564388,21.864617
niekonaujo,Latvija,Tervete. Antžeminė raketų bazė, Būklė: dalinai apleista nuoroda (http://www.niekonaujo.lt/20120705/tervete-raketu-baze)  ,56.47868100000001,23.357534
niekonaujo,Latvija,Daugpilio tvirtovė, Būklė: atvira lankytojams  nuoroda (http://www.niekonaujo.lt/20130322/daugpilio-tvirtove),55.886486,26.494906
niekonaujo,Latvija,Sraigtasparnis Mi-24A,Būklė: privatus. Nuoroda: http://www.niekonaujo.lt/20170515/mano-kieme-kovinis-sraigtasparnis,55.9197255,26.6750327
niekonaujo,Latvija,Egipto evangelikų-liuteronų bendruomenės bažnyčia," Būklė: apleista, nykstanti, stogas avarinės būklės nuoroda (http://www.niekonaujo.lt/20130320/egipto-liuteronu-bendruomenes-baznycia)",55.747526,26.311494
niekonaujo,Latvija,Pakrantės baterija Nr.46 Ventspilyje. Pirmieji karo mūšiai,Būklė: apleista http://www.niekonaujo.lt/20131030/pakrantes-baterija-nr-46-ventspilyje,57.376362,21.5254462
niekonaujo,Latvija,Mini muziejus karinio dalinio Nr.29994 bendrabutyje,Būklė: apleistas http://www.niekonaujo.lt/20140623/mini-muziejus-karinio-dalinio-nr-29994-bendrabutyje,57.5930425,21.9063842
niekonaujo,Latvija,Liepoja. Artilerijos baterija Nr. 27 (461)," Būklė: apleista, nuniokota vandalų, pozicijų bunkeriai apsemti vandeniu nuoroda (http://www.niekonaujo.lt/20111229/liepoja-baterija-nr-27) ",56.45931300000001,21.004508
niekonaujo,Latvija,Liepoja. Specialiųjų kovinių užtaisų saugyklos, Būklė: apleistos nuoroda (http://www.niekonaujo.lt/20110428/saugyklos-liepoja) ,56.565105,21.024442
niekonaujo,Latvija,Liepoja. Artilerijos baterija Nr.3," Būklė: apleista, labai nukentėjusi nuoroda (http://www.niekonaujo.lt/20101107/moonzund) ",56.565737,21.003027000000003
niekonaujo,Latvija,Liepoja. Artilerijos baterija Nr.1," Būklė: apleista nuoroda1 (http://www.niekonaujo.lt/20101106/liepoja-baterija_nr-1), nuoroda2 (http://www.niekonaujo.lt/20110503/vakaras-prie-baterijos-nr1) ",56.590681,21.014861
niekonaujo,Latvija,Pragaro vartai Liepojoje,"Būklė: prižiūrimas, įėjimas laisvas http://www.niekonaujo.lt/20140622/pasidaryk-pats-pragaro-vartai-liepojoje",56.5923881,21.0162234
niekonaujo,Latvija,Pietinis Liepojos fortas," Būklė: apleistas, pavojingų vietų beveik nėra nuoroda (http://www.niekonaujo.lt/20130130/pietinis-fortas-liepoja)",56.478551,21.006171
niekonaujo,Latvija,Ruba evangelikų liuteronų bažnyčia,Būklė: avarinė http://www.niekonaujo.lt/20131004/ruba-evangeliku-liuteronu-baznycia,56.396377,22.557056
niekonaujo,Latvija,Latvijos mokslų akademija,Būklė: įėjimas į apžvalgos aikštelę mokamas. Nuoroda: http://www.niekonaujo.lt/20170808/latvijos-mokslu-akademija,56.9431161,24.1218084
niekonaujo,Latvija,Artilerijos baterija prie Irbės žiočių,"Būklė: apleista, rasti sudėtinga http://www.niekonaujo.lt/20171016/didelis-mazas-atradimas-artilerijos-baterija-prie-irbes-ziociu ",57.6353044,22.1285784
niekonaujo,Latvija,"""Lady Kathleen"" concrete ship wreck",https://www.niekonaujo.lt/20220626/gelzbetonio-laivai,57.0708352,24.046036
niekonaujo,Latvija,RSU Anatomijos muziejus,Vienas įdomiausių muziejų Rygoje. Privaloma apsilankyti. https://www.niekonaujo.lt/20231115/anatomijos-muziejus-rygoje ,56.9578602,24.0996608
niekonaujo,Latvija,Sanatorija “Celtnieks”,Būklė: avarinė http://www.niekonaujo.lt/20130326/sanatorija-celtnieks,55.91931960000001,26.4489546
